Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
2718: location: (266,583), direction: WEST, sum: 27
2719: location: (266,456), direction: NORTH, sum: 27
2720: location: (266,197), direction: SOUTH, sum: 27
2721: location: (266,175), direction: EAST, sum: 27
2722: location: (266,107), direction: WEST, sum: 27
2723: location: (265,997), direction: WEST, sum: 27
2724: location: (265,892), direction: WEST, sum: 27
2725: location: (265,885), direction: WEST, sum: 27
2726: location: (265,399), direction: WEST, sum: 27
2727: location: (265,16), direction: EAST, sum: 27
2728: location: (264,542), direction: SOUTH, sum: 27
2729: location: (264,17), direction: WEST, sum: 27
2730: location: (263,790), direction: NORTH, sum: 27
2731: location: (263,788), direction: NORTH, sum: 27
2732: location: (263,648), direction: NORTH, sum: 27
2733: location: (263,543), direction: EAST, sum: 27
2734: location: (262,817), direction: SOUTH, sum: 27
2735: location: (262,789), direction: SOUTH, sum: 27
2736: location: (262,787), direction: EAST, sum: 27
2737: location: (262,649), direction: SOUTH, sum: 27
2738: location: (262,47), direction: WEST, sum: 27
2739: location: (262,38), direction: WEST, sum: 27
2740: location: (261,952), direction: NORTH, sum: 27
2741: location: (261,875), direction: SOUTH, sum: 27
2742: location: (261,721), direction: WEST, sum: 27
2743: location: (261,46), direction: EAST, sum: 27
2744: location: (261,37), direction: SOUTH, sum: 27
2745: location: (260,963), direction: EAST, sum: 27
2746: location: (260,864), direction: EAST, sum: 27
2747: location: (260,705), direction: EAST, sum: 27
2748: location: (260,696), direction: NORTH, sum: 27
2749: location: (260,47), direction: WEST, sum: 27
2750: location: (259,865), direction: NORTH, sum: 27
2751: location: (259,695), direction: EAST, sum: 27
2752: location: (259,601), direction: SOUTH, sum: 27
2753: location: (259,524), direction: NORTH, sum: 27
2754: location: (259,344), direction: WEST, sum: 27
2755: location: (259,261), direction: NORTH, sum: 27
2756: location: (259,46), direction: EAST, sum: 27
2757: location: (258,770), direction: SOUTH, sum: 27
2758: location: (258,368), direction: WEST, sum: 27
2759: location: (258,343), direction: NORTH, sum: 27
2760: location: (257,367), direction: SOUTH, sum: 27
2761: location: (257,344), direction: SOUTH, sum: 27
2762: location: (257,251), direction: WEST, sum: 27
2763: location: (255,347), direction: SOUTH, sum: 27
2764: location: (255,343), direction: SOUTH, sum: 27
2765: location: (255,158), direction: NORTH, sum: 27
2766: location: (254,897), direction: SOUTH, sum: 27
2767: location: (254,340), direction: NORTH, sum: 27
2768: location: (254,329), direction: SOUTH, sum: 27
2769: location: (254,165), direction: NORTH, sum: 27
2770: location: (253,950), direction: NORTH, sum: 27
2771: location: (253,938), direction: EAST, sum: 27
2772: location: (253,630), direction: EAST, sum: 27
2773: location: (253,489), direction: WEST, sum: 27
2774: location: (253,339), direction: EAST, sum: 27
2775: location: (253,182), direction: SOUTH, sum: 27
2776: location: (253,99), direction: NORTH, sum: 27
2777: location: (252,841), direction: SOUTH, sum: 27
2778: location: (252,815), direction: SOUTH, sum: 27
2779: location: (252,631), direction: SOUTH, sum: 27
2780: location: (250,733), direction: SOUTH, sum: 27
2781: location: (250,480), direction: EAST, sum: 27
2782: location: (250,439), direction: EAST, sum: 27
2783: location: (249,270), direction: NORTH, sum: 27
2784: location: (248,881), direction: NORTH, sum: 27
2785: location: (248,879), direction: NORTH, sum: 27
2786: location: (248,528), direction: WEST, sum: 27
2787: location: (247,880), direction: SOUTH, sum: 27
2788: location: (247,878), direction: SOUTH, sum: 27
2789: location: (247,527), direction: SOUTH, sum: 27
2790: location: (247,492), direction: SOUTH, sum: 27
2791: location: (247,49), direction: NORTH, sum: 27
2792: location: (246,690), direction: NORTH, sum: 27
2793: location: (246,684), direction: EAST, sum: 27
2794: location: (245,853), direction: NORTH, sum: 27
2795: location: (245,765), direction: EAST, sum: 27
2796: location: (245,691), direction: WEST, sum: 27
2797: location: (245,685), direction: WEST, sum: 27
2798: location: (245,570), direction: NORTH, sum: 27
2799: location: (244,852), direction: EAST, sum: 27
2800: location: (244,381), direction: EAST, sum: 27
2801: location: (243,896), direction: NORTH, sum: 27
2802: location: (243,401), direction: NORTH, sum: 27
2803: location: (243,382), direction: SOUTH, sum: 27
2804: location: (243,143), direction: EAST, sum: 27
2805: location: (242,822), direction: WEST, sum: 27
2806: location: (242,402), direction: SOUTH, sum: 27
2807: location: (242,289), direction: SOUTH, sum: 27
2808: location: (242,10), direction: WEST, sum: 27
2809: location: (241,868), direction: NORTH, sum: 27
2810: location: (241,866), direction: EAST, sum: 27
2811: location: (241,821), direction: NORTH, sum: 27
2812: location: (241,638), direction: NORTH, sum: 27
2813: location: (241,250), direction: NORTH, sum: 27
2814: location: (241,165), direction: WEST, sum: 27
2815: location: (241,148), direction: NORTH, sum: 27
2816: location: (241,89), direction: EAST, sum: 27
2817: location: (240,867), direction: SOUTH, sum: 27
2818: location: (240,725), direction: NORTH, sum: 27
2819: location: (240,410), direction: EAST, sum: 27
2820: location: (240,249), direction: EAST, sum: 27
2821: location: (240,170), direction: WEST, sum: 27
2822: location: (240,164), direction: EAST, sum: 27
2823: location: (240,90), direction: SOUTH, sum: 27
2824: location: (239,951), direction: WEST, sum: 27
2825: location: (239,726), direction: WEST, sum: 27
2826: location: (239,496), direction: NORTH, sum: 27
2827: location: (239,481), direction: EAST, sum: 27
2828: location: (239,474), direction: EAST, sum: 27
2829: location: (239,165), direction: SOUTH, sum: 27
2830: location: (239,163), direction: NORTH, sum: 27
2831: location: (238,957), direction: NORTH, sum: 27
2832: location: (238,947), direction: NORTH, sum: 27
2833: location: (238,891), direction: EAST, sum: 27
2834: location: (238,819), direction: EAST, sum: 27
2835: location: (238,482), direction: WEST, sum: 27
2836: location: (237,481), direction: SOUTH, sum: 27
2837: location: (237,295), direction: WEST, sum: 27
2838: location: (237,190), direction: SOUTH, sum: 27
2839: location: (236,311), direction: WEST, sum: 27
2840: location: (236,152), direction: EAST, sum: 27
2841: location: (235,908), direction: EAST, sum: 27
2842: location: (235,468), direction: NORTH, sum: 27
2843: location: (235,320), direction: EAST, sum: 27
2844: location: (235,203), direction: WEST, sum: 27
2845: location: (235,1), direction: NORTH, sum: 27
2846: location: (234,990), direction: WEST, sum: 27
2847: location: (234,969), direction: SOUTH, sum: 27
2848: location: (234,666), direction: NORTH, sum: 27
2849: location: (234,360), direction: EAST, sum: 27
2850: location: (234,321), direction: SOUTH, sum: 27
2851: location: (234,202), direction: EAST, sum: 27
2852: location: (234,155), direction: WEST, sum: 27
2853: location: (233,989), direction: SOUTH, sum: 27
2854: location: (233,657), direction: NORTH, sum: 27
2855: location: (233,386), direction: NORTH, sum: 27
2856: location: (233,125), direction: WEST, sum: 27
2857: location: (232,358), direction: WEST, sum: 27
2858: location: (231,462), direction: SOUTH, sum: 27
2859: location: (231,401), direction: NORTH, sum: 27
2860: location: (231,298), direction: WEST, sum: 27
2861: location: (231,135), direction: WEST, sum: 27
2862: location: (230,703), direction: SOUTH, sum: 27
2863: location: (230,470), direction: SOUTH, sum: 27
2864: location: (230,359), direction: NORTH, sum: 27
2865: location: (230,190), direction: EAST, sum: 27
2866: location: (230,134), direction: SOUTH, sum: 27
2867: location: (229,599), direction: NORTH, sum: 27
2868: location: (229,428), direction: WEST, sum: 27
2869: location: (229,178), direction: EAST, sum: 27
2870: location: (229,17), direction: NORTH, sum: 27
2871: location: (228,857), direction: WEST, sum: 27
2872: location: (228,854), direction: EAST, sum: 27
2873: location: (228,584), direction: WEST, sum: 27
2874: location: (228,309), direction: EAST, sum: 27
2875: location: (227,901), direction: WEST, sum: 27
2876: location: (227,895), direction: SOUTH, sum: 27
2877: location: (227,893), direction: NORTH, sum: 27
2878: location: (227,583), direction: SOUTH, sum: 27
2879: location: (227,554), direction: EAST, sum: 27
2880: location: (227,310), direction: WEST, sum: 27
2881: location: (227,61), direction: SOUTH, sum: 27
2882: location: (227,14), direction: EAST, sum: 27
2883: location: (226,929), direction: EAST, sum: 27
2884: location: (226,913), direction: SOUTH, sum: 27
2885: location: (226,900), direction: NORTH, sum: 27
2886: location: (226,894), direction: WEST, sum: 27
2887: location: (226,838), direction: WEST, sum: 27
2888: location: (226,277), direction: WEST, sum: 27
2889: location: (226,275), direction: NORTH, sum: 27
2890: location: (226,212), direction: EAST, sum: 27
2891: location: (226,15), direction: SOUTH, sum: 27
2892: location: (225,581), direction: NORTH, sum: 27
2893: location: (225,276), direction: SOUTH, sum: 27
2894: location: (224,787), direction: SOUTH, sum: 27
2895: location: (224,689), direction: WEST, sum: 27
2896: location: (224,640), direction: SOUTH, sum: 27
2897: location: (224,590), direction: NORTH, sum: 27
2898: location: (224,588), direction: SOUTH, sum: 27
2899: location: (224,45), direction: EAST, sum: 27
2900: location: (223,923), direction: EAST, sum: 27
2901: location: (223,752), direction: NORTH, sum: 27
2902: location: (223,523), direction: NORTH, sum: 27
2903: location: (223,60), direction: NORTH, sum: 27
2904: location: (222,522), direction: EAST, sum: 27
2905: location: (222,414), direction: SOUTH, sum: 27
2906: location: (222,284), direction: NORTH, sum: 27
2907: location: (222,220), direction: SOUTH, sum: 27
2908: location: (222,34), direction: EAST, sum: 27
2909: location: (221,893), direction: NORTH, sum: 27
2910: location: (221,407), direction: EAST, sum: 27
2911: location: (221,342), direction: NORTH, sum: 27
2912: location: (221,181), direction: NORTH, sum: 27
2913: location: (221,179), direction: SOUTH, sum: 27
2914: location: (220,180), direction: EAST, sum: 27
2915: location: (220,143), direction: EAST, sum: 27
2916: location: (219,436), direction: WEST, sum: 27
2917: location: (219,403), direction: WEST, sum: 27
2918: location: (219,181), direction: WEST, sum: 27
2919: location: (218,907), direction: WEST, sum: 27
2920: location: (218,832), direction: EAST, sum: 27
2921: location: (218,636), direction: WEST, sum: 27
2922: location: (218,435), direction: EAST, sum: 27
2923: location: (218,268), direction: EAST, sum: 27
2924: location: (218,226), direction: NORTH, sum: 27
2925: location: (218,24), direction: SOUTH, sum: 27
2926: location: (217,840), direction: NORTH, sum: 27
2927: location: (217,445), direction: NORTH, sum: 27
2928: location: (217,338), direction: WEST, sum: 27
2929: location: (217,227), direction: SOUTH, sum: 27
2930: location: (217,7), direction: SOUTH, sum: 27
2931: location: (216,839), direction: EAST, sum: 27
2932: location: (216,714), direction: WEST, sum: 27
2933: location: (216,444), direction: EAST, sum: 27
2934: location: (216,418), direction: NORTH, sum: 27
2935: location: (216,134), direction: SOUTH, sum: 27
2936: location: (215,834), direction: NORTH, sum: 27
2937: location: (215,702), direction: NORTH, sum: 27
2938: location: (215,414), direction: WEST, sum: 27
2939: location: (215,338), direction: EAST, sum: 27
2940: location: (214,701), direction: SOUTH, sum: 27
2941: location: (214,674), direction: EAST, sum: 27
2942: location: (214,475), direction: EAST, sum: 27
2943: location: (214,202), direction: WEST, sum: 27
2944: location: (214,194), direction: SOUTH, sum: 27
2945: location: (213,928), direction: SOUTH, sum: 27
2946: location: (213,900), direction: EAST, sum: 27
2947: location: (213,877), direction: SOUTH, sum: 27
2948: location: (213,726), direction: WEST, sum: 27
2949: location: (213,135), direction: NORTH, sum: 27
2950: location: (212,951), direction: WEST, sum: 27
2951: location: (212,808), direction: WEST, sum: 27
2952: location: (212,484), direction: WEST, sum: 27
2953: location: (212,392), direction: WEST, sum: 27
2954: location: (212,390), direction: NORTH, sum: 27
2955: location: (212,79), direction: EAST, sum: 27
2956: location: (212,34), direction: SOUTH, sum: 27
2957: location: (211,391), direction: SOUTH, sum: 27
2958: location: (211,121), direction: WEST, sum: 27
2959: location: (211,80), direction: WEST, sum: 27
2960: location: (210,848), direction: NORTH, sum: 27
2961: location: (210,660), direction: NORTH, sum: 27
2962: location: (210,376), direction: EAST, sum: 27
2963: location: (210,206), direction: NORTH, sum: 27
2964: location: (209,813), direction: NORTH, sum: 27
2965: location: (209,754), direction: WEST, sum: 27
2966: location: (209,178), direction: EAST, sum: 27
2967: location: (208,814), direction: SOUTH, sum: 27
2968: location: (208,623), direction: EAST, sum: 27
2969: location: (208,151), direction: EAST, sum: 27
2970: location: (207,879), direction: SOUTH, sum: 27
2971: location: (207,441), direction: WEST, sum: 27
2972: location: (207,141), direction: SOUTH, sum: 27
2973: location: (207,137), direction: SOUTH, sum: 27
2974: location: (205,699), direction: EAST, sum: 27
2975: location: (205,691), direction: NORTH, sum: 27
2976: location: (205,484), direction: WEST, sum: 27
2977: location: (204,665), direction: EAST, sum: 27
2978: location: (204,597), direction: SOUTH, sum: 27
2979: location: (203,787), direction: WEST, sum: 27
2980: location: (203,488), direction: NORTH, sum: 27
2981: location: (203,292), direction: NORTH, sum: 27
2982: location: (203,226), direction: EAST, sum: 27
2983: location: (202,786), direction: EAST, sum: 27
2984: location: (202,438), direction: WEST, sum: 27
2985: location: (201,11), direction: WEST, sum: 27
2986: location: (200,491), direction: NORTH, sum: 27
2987: location: (200,330), direction: SOUTH, sum: 27
2988: location: (200,91), direction: NORTH, sum: 27
2989: location: (199,973), direction: SOUTH, sum: 27
2990: location: (199,879), direction: EAST, sum: 27
2991: location: (199,839), direction: SOUTH, sum: 27
2992: location: (199,816), direction: SOUTH, sum: 27
2993: location: (198,993), direction: SOUTH, sum: 27
2994: location: (198,249), direction: NORTH, sum: 27
2995: location: (198,211), direction: NORTH, sum: 27
2996: location: (197,948), direction: NORTH, sum: 27
2997: location: (197,753), direction: EAST, sum: 27
2998: location: (197,728), direction: SOUTH, sum: 27
2999: location: (197,562), direction: WEST, sum: 27
3000: location: (197,248), direction: EAST, sum: 27
3001: location: (197,209), direction: WEST, sum: 27
3002: location: (196,947), direction: EAST, sum: 27
3003: location: (196,645), direction: EAST, sum: 27
3004: location: (196,561), direction: EAST, sum: 27
3005: location: (196,511), direction: SOUTH, sum: 27
3006: location: (196,241), direction: WEST, sum: 27
3007: location: (195,948), direction: WEST, sum: 27
3008: location: (195,663), direction: EAST, sum: 27
3009: location: (195,90), direction: NORTH, sum: 27
3010: location: (194,954), direction: WEST, sum: 27
3011: location: (194,943), direction: SOUTH, sum: 27
3012: location: (194,867), direction: SOUTH, sum: 27
3013: location: (194,140), direction: EAST, sum: 27
3014: location: (194,15), direction: WEST, sum: 27
3015: location: (193,861), direction: NORTH, sum: 27
3016: location: (193,438), direction: NORTH, sum: 27
3017: location: (193,44), direction: NORTH, sum: 27
3018: location: (192,860), direction: EAST, sum: 27
3019: location: (192,214), direction: EAST, sum: 27
3020: location: (191,577), direction: WEST, sum: 27
3021: location: (191,524), direction: WEST, sum: 27
3022: location: (191,452), direction: SOUTH, sum: 27
3023: location: (191,304), direction: SOUTH, sum: 27
3024: location: (191,303), direction: NORTH, sum: 27
3025: location: (191,274), direction: EAST, sum: 27
3026: location: (190,523), direction: SOUTH, sum: 27
3027: location: (190,304), direction: SOUTH, sum: 27
3028: location: (190,193), direction: EAST, sum: 27
3029: location: (190,170), direction: NORTH, sum: 27
3030: location: (188,719), direction: WEST, sum: 27
3031: location: (188,472), direction: WEST, sum: 27
3032: location: (188,137), direction: EAST, sum: 27
3033: location: (187,434), direction: NORTH, sum: 27
3034: location: (186,835), direction: NORTH, sum: 27
3035: location: (186,652), direction: EAST, sum: 27
3036: location: (186,279), direction: NORTH, sum: 27
3037: location: (186,112), direction: WEST, sum: 27
3038: location: (186,100), direction: NORTH, sum: 27
3039: location: (186,17), direction: SOUTH, sum: 27
3040: location: (185,948), direction: EAST, sum: 27
3041: location: (185,610), direction: SOUTH, sum: 27
3042: location: (185,278), direction: SOUTH, sum: 27
3043: location: (185,139), direction: NORTH, sum: 27
3044: location: (185,89), direction: SOUTH, sum: 27
3045: location: (184,610), direction: WEST, sum: 27
3046: location: (184,415), direction: EAST, sum: 27
3047: location: (183,577), direction: WEST, sum: 27
3048: location: (181,808), direction: NORTH, sum: 27
3049: location: (181,513), direction: NORTH, sum: 27
3050: location: (181,250), direction: NORTH, sum: 27
3051: location: (180,956), direction: WEST, sum: 27
3052: location: (180,862), direction: SOUTH, sum: 27
3053: location: (180,822), direction: NORTH, sum: 27
3054: location: (180,809), direction: NORTH, sum: 27
3055: location: (180,417), direction: WEST, sum: 27
3056: location: (180,249), direction: SOUTH, sum: 27
3057: location: (179,955), direction: SOUTH, sum: 27
3058: location: (179,954), direction: NORTH, sum: 27
3059: location: (179,891), direction: SOUTH, sum: 27
3060: location: (179,808), direction: EAST, sum: 27
3061: location: (178,723), direction: SOUTH, sum: 27
3062: location: (178,544), direction: EAST, sum: 27
3063: location: (178,333), direction: WEST, sum: 27
3064: location: (177,849), direction: NORTH, sum: 27
3065: location: (177,269), direction: SOUTH, sum: 27
3066: location: (176,811), direction: NORTH, sum: 27
3067: location: (176,806), direction: EAST, sum: 27
3068: location: (176,790), direction: NORTH, sum: 27
3069: location: (176,738), direction: SOUTH, sum: 27
3070: location: (175,985), direction: NORTH, sum: 27
3071: location: (175,834), direction: EAST, sum: 27
3072: location: (175,807), direction: SOUTH, sum: 27
3073: location: (175,737), direction: WEST, sum: 27
3074: location: (174,755), direction: SOUTH, sum: 27
3075: location: (174,743), direction: NORTH, sum: 27
3076: location: (174,539), direction: SOUTH, sum: 27
3077: location: (174,248), direction: EAST, sum: 27
3078: location: (173,887), direction: EAST, sum: 27
3079: location: (173,830), direction: NORTH, sum: 27
3080: location: (173,744), direction: WEST, sum: 27
3081: location: (173,295), direction: EAST, sum: 27
3082: location: (172,974), direction: NORTH, sum: 27
3083: location: (172,849), direction: EAST, sum: 27
3084: location: (172,683), direction: EAST, sum: 27
3085: location: (172,551), direction: SOUTH, sum: 27
3086: location: (172,166), direction: EAST, sum: 27
3087: location: (172,163), direction: WEST, sum: 27
3088: location: (172,71), direction: EAST, sum: 27
3089: location: (171,973), direction: SOUTH, sum: 27
3090: location: (171,937), direction: WEST, sum: 27
3091: location: (171,877), direction: WEST, sum: 27
3092: location: (171,396), direction: SOUTH, sum: 27
3093: location: (170,876), direction: EAST, sum: 27
3094: location: (170,189), direction: WEST, sum: 27
3095: location: (169,123), direction: NORTH, sum: 27
3096: location: (168,889), direction: NORTH, sum: 27
3097: location: (168,862), direction: WEST, sum: 27
3098: location: (168,680), direction: NORTH, sum: 27
3099: location: (168,502), direction: EAST, sum: 27
3100: location: (168,143), direction: WEST, sum: 27
3101: location: (168,119), direction: SOUTH, sum: 27
3102: location: (168,117), direction: NORTH, sum: 27
3103: location: (167,981), direction: EAST, sum: 27
3104: location: (167,890), direction: SOUTH, sum: 27
3105: location: (167,861), direction: EAST, sum: 27
3106: location: (167,444), direction: EAST, sum: 27
3107: location: (167,142), direction: SOUTH, sum: 27
3108: location: (167,33), direction: EAST, sum: 27
3109: location: (166,932), direction: WEST, sum: 27
3110: location: (166,337), direction: NORTH, sum: 27
3111: location: (166,302), direction: NORTH, sum: 27
3112: location: (166,22), direction: WEST, sum: 27
3113: location: (165,958), direction: NORTH, sum: 27
3114: location: (165,901), direction: EAST, sum: 27
3115: location: (165,405), direction: EAST, sum: 27
3116: location: (165,336), direction: SOUTH, sum: 27
3117: location: (165,93), direction: SOUTH, sum: 27
3118: location: (164,957), direction: EAST, sum: 27
3119: location: (164,278), direction: NORTH, sum: 27
3120: location: (164,7), direction: EAST, sum: 27
3121: location: (163,818), direction: EAST, sum: 27
3122: location: (163,687), direction: WEST, sum: 27
3123: location: (163,586), direction: EAST, sum: 27
3124: location: (163,229), direction: SOUTH, sum: 27
3125: location: (163,179), direction: EAST, sum: 27
3126: location: (162,940), direction: SOUTH, sum: 27
3127: location: (161,684), direction: NORTH, sum: 27
3128: location: (161,424), direction: WEST, sum: 27
3129: location: (160,160), direction: EAST, sum: 27
3130: location: (159,563), direction: WEST, sum: 27
3131: location: (159,547), direction: SOUTH, sum: 27
3132: location: (159,310), direction: SOUTH, sum: 27
3133: location: (159,222), direction: NORTH, sum: 27
3134: location: (158,973), direction: NORTH, sum: 27
3135: location: (158,971), direction: NORTH, sum: 27
3136: location: (158,963), direction: NORTH, sum: 27
3137: location: (158,580), direction: SOUTH, sum: 27
3138: location: (158,562), direction: EAST, sum: 27
3139: location: (158,275), direction: EAST, sum: 27
3140: location: (158,223), direction: WEST, sum: 27
3141: location: (158,137), direction: NORTH, sum: 27
3142: location: (157,972), direction: SOUTH, sum: 27
3143: location: (157,928), direction: EAST, sum: 27
3144: location: (157,525), direction: NORTH, sum: 27
3145: location: (157,111), direction: WEST, sum: 27
3146: location: (156,526), direction: SOUTH, sum: 27
3147: location: (156,110), direction: SOUTH, sum: 27
3148: location: (155,570), direction: NORTH, sum: 27
3149: location: (155,371), direction: SOUTH, sum: 27
3150: location: (155,367), direction: EAST, sum: 27
3151: location: (155,315), direction: EAST, sum: 27
3152: location: (155,183), direction: EAST, sum: 27
3153: location: (155,91), direction: EAST, sum: 27
3154: location: (154,904), direction: WEST, sum: 27
3155: location: (154,714), direction: NORTH, sum: 27
3156: location: (153,982), direction: NORTH, sum: 27
3157: location: (153,512), direction: NORTH, sum: 27
3158: location: (153,438), direction: WEST, sum: 27
3159: location: (153,407), direction: SOUTH, sum: 27
3160: location: (152,981), direction: SOUTH, sum: 27
3161: location: (152,835), direction: NORTH, sum: 27
3162: location: (152,498), direction: NORTH, sum: 27
3163: location: (152,437), direction: SOUTH, sum: 27
3164: location: (152,382), direction: SOUTH, sum: 27
3165: location: (152,239), direction: EAST, sum: 27
3166: location: (152,171), direction: NORTH, sum: 27
3167: location: (151,836), direction: WEST, sum: 27
3168: location: (151,499), direction: WEST, sum: 27
3169: location: (151,394), direction: WEST, sum: 27
3170: location: (151,170), direction: NORTH, sum: 27
3171: location: (150,304), direction: EAST, sum: 27
3172: location: (150,114), direction: WEST, sum: 27
3173: location: (149,805), direction: WEST, sum: 27
3174: location: (149,793), direction: EAST, sum: 27
3175: location: (149,305), direction: WEST, sum: 27
3176: location: (149,107), direction: NORTH, sum: 27
3177: location: (148,794), direction: NORTH, sum: 27
3178: location: (148,665), direction: EAST, sum: 27
3179: location: (148,405), direction: SOUTH, sum: 27
3180: location: (148,47), direction: EAST, sum: 27
3181: location: (148,36), direction: NORTH, sum: 27
3182: location: (147,822), direction: NORTH, sum: 27
3183: location: (147,591), direction: NORTH, sum: 27
3184: location: (147,513), direction: EAST, sum: 27
3185: location: (147,48), direction: WEST, sum: 27
3186: location: (146,852), direction: WEST, sum: 27
3187: location: (146,674), direction: WEST, sum: 27
3188: location: (146,532), direction: EAST, sum: 27
3189: location: (146,439), direction: WEST, sum: 27
3190: location: (146,127), direction: NORTH, sum: 27
3191: location: (145,602), direction: WEST, sum: 27
3192: location: (145,243), direction: WEST, sum: 27
3193: location: (144,907), direction: WEST, sum: 27
3194: location: (144,813), direction: NORTH, sum: 27
3195: location: (144,99), direction: SOUTH, sum: 27
3196: location: (143,114), direction: EAST, sum: 27
3197: location: (142,822), direction: NORTH, sum: 27
3198: location: (142,506), direction: NORTH, sum: 27
3199: location: (142,504), direction: NORTH, sum: 27
3200: location: (142,455), direction: WEST, sum: 27
3201: location: (142,132), direction: EAST, sum: 27
3202: location: (142,131), direction: WEST, sum: 27
3203: location: (141,972), direction: EAST, sum: 27
3204: location: (141,505), direction: SOUTH, sum: 27
3205: location: (141,454), direction: EAST, sum: 27
3206: location: (141,424), direction: SOUTH, sum: 27
3207: location: (141,328), direction: WEST, sum: 27
3208: location: (141,130), direction: SOUTH, sum: 27
3209: location: (141,76), direction: SOUTH, sum: 27
3210: location: (140,957), direction: NORTH, sum: 27
3211: location: (140,496), direction: NORTH, sum: 27
3212: location: (140,131), direction: EAST, sum: 27
3213: location: (140,35), direction: NORTH, sum: 27
3214: location: (139,802), direction: NORTH, sum: 27
3215: location: (139,671), direction: WEST, sum: 27
3216: location: (139,547), direction: NORTH, sum: 27
3217: location: (139,495), direction: EAST, sum: 27
3218: location: (139,54), direction: WEST, sum: 27
3219: location: (138,783), direction: WEST, sum: 27
3220: location: (138,649), direction: NORTH, sum: 27
3221: location: (138,314), direction: EAST, sum: 27
3222: location: (138,105), direction: SOUTH, sum: 27
3223: location: (137,576), direction: SOUTH, sum: 27
3224: location: (137,529), direction: NORTH, sum: 27
3225: location: (136,851), direction: WEST, sum: 27
3226: location: (136,719), direction: WEST, sum: 27
3227: location: (136,717), direction: NORTH, sum: 27
3228: location: (135,917), direction: EAST, sum: 27
3229: location: (135,718), direction: SOUTH, sum: 27
3230: location: (135,657), direction: EAST, sum: 27
3231: location: (135,356), direction: EAST, sum: 27
3232: location: (135,302), direction: EAST, sum: 27
3233: location: (135,277), direction: EAST, sum: 27
3234: location: (135,197), direction: NORTH, sum: 27
3235: location: (135,122), direction: WEST, sum: 27
3236: location: (134,833), direction: NORTH, sum: 27
3237: location: (134,196), direction: EAST, sum: 27
3238: location: (133,923), direction: WEST, sum: 27
3239: location: (133,889), direction: EAST, sum: 27
3240: location: (133,667), direction: SOUTH, sum: 27
3241: location: (133,664), direction: EAST, sum: 27
3242: location: (133,491), direction: WEST, sum: 27
3243: location: (133,282), direction: SOUTH, sum: 27
3244: location: (133,107), direction: EAST, sum: 27
3245: location: (132,829), direction: NORTH, sum: 27
3246: location: (132,728), direction: NORTH, sum: 27
3247: location: (132,379), direction: WEST, sum: 27
3248: location: (131,986), direction: SOUTH, sum: 27
3249: location: (131,903), direction: NORTH, sum: 27
3250: location: (131,611), direction: NORTH, sum: 27
3251: location: (129,837), direction: EAST, sum: 27
3252: location: (129,284), direction: NORTH, sum: 27
3253: location: (128,859), direction: SOUTH, sum: 27
3254: location: (128,781), direction: EAST, sum: 27
3255: location: (128,507), direction: NORTH, sum: 27
3256: location: (128,240), direction: EAST, sum: 27
3257: location: (127,858), direction: WEST, sum: 27
3258: location: (127,387), direction: EAST, sum: 27
3259: location: (127,176), direction: EAST, sum: 27
3260: location: (126,935), direction: NORTH, sum: 27
3261: location: (126,885), direction: NORTH, sum: 27
3262: location: (126,651), direction: NORTH, sum: 27
3263: location: (126,553), direction: NORTH, sum: 27
3264: location: (126,514), direction: SOUTH, sum: 27
3265: location: (126,71), direction: NORTH, sum: 27
3266: location: (125,880), direction: SOUTH, sum: 27
3267: location: (125,644), direction: WEST, sum: 27
3268: location: (125,554), direction: WEST, sum: 27
3269: location: (125,511), direction: NORTH, sum: 27
3270: location: (125,493), direction: NORTH, sum: 27
3271: location: (125,270), direction: SOUTH, sum: 27
3272: location: (125,161), direction: WEST, sum: 27
3273: location: (124,833), direction: SOUTH, sum: 27
3274: location: (124,517), direction: WEST, sum: 27
3275: location: (124,160), direction: EAST, sum: 27
3276: location: (124,51), direction: SOUTH, sum: 27
3277: location: (123,933), direction: WEST, sum: 27
3278: location: (123,880), direction: NORTH, sum: 27
3279: location: (123,516), direction: EAST, sum: 27
3280: location: (123,492), direction: EAST, sum: 27
3281: location: (123,190), direction: SOUTH, sum: 27
3282: location: (123,105), direction: NORTH, sum: 27
3283: location: (123,103), direction: NORTH, sum: 27
3284: location: (122,878), direction: SOUTH, sum: 27
3285: location: (122,493), direction: WEST, sum: 27
3286: location: (122,476), direction: SOUTH, sum: 27
3287: location: (122,474), direction: NORTH, sum: 27
3288: location: (122,454), direction: NORTH, sum: 27
3289: location: (122,104), direction: SOUTH, sum: 27
3290: location: (121,502), direction: WEST, sum: 27
3291: location: (121,229), direction: NORTH, sum: 27
3292: location: (121,70), direction: SOUTH, sum: 27
3293: location: (120,962), direction: NORTH, sum: 27
3294: location: (120,741), direction: EAST, sum: 27
3295: location: (120,548), direction: EAST, sum: 27
3296: location: (120,334), direction: WEST, sum: 27
3297: location: (120,312), direction: EAST, sum: 27
3298: location: (120,230), direction: SOUTH, sum: 27
3299: location: (120,55), direction: EAST, sum: 27
3300: location: (119,915), direction: NORTH, sum: 27
3301: location: (119,821), direction: NORTH, sum: 27
3302: location: (119,730), direction: WEST, sum: 27
3303: location: (119,352), direction: NORTH, sum: 27
